code14,name14,prov14,unit,name_carto,code24,code24_commune,name24,label04,idh04,src04
02.167.03.05.,Amejjaou,Driouch,02.167.03.05.,Amejjaou,21671505,21671505,Commune d'Amejjaou,Nador Amejjaou,0.501,direct
02.167.03.07.,Dar El Kebdani,Driouch,02.167.03.07.,Dar El Kebdani,21671507,21671507,Commune de Dar El Kebdani,Nador Dar El Kebdani,0.573,direct
02.167.03.09.,Mtalssa,Driouch,02.167.03.09.,Mtalssa,21671709,21671709,Commune de Mtalssa,,,
02.167.03.11.,Oulad Boubker,Driouch,02.167.03.11.,Oulad Boubker,21671711,21671711,Commune d'Oulad Boubker,Nador Oulad Boubker,0.384,direct
02.167.03.13.,Tazaghine,Driouch,02.167.03.13.,Tazaghine,21671513,21671513,Commune de Tazaghine,Nador Tazaghine,0.521,direct
02.167.09.01.,Azlaf,Driouch,02.167.09.01.,Azlaf,21671301,21671301,Commune d'Azlaf,Nador Azlaf,0.575,direct
02.167.09.05.,Bni Marghnine,Driouch,02.167.09.05.,Bni Marghnine,21671105,21671105,Commune de Bni Marghnine,Nador Bni Marghnine,0.56,direct
02.167.09.07.,Boudinar,Driouch,02.167.09.07.,Boudinar,21671107,21671107,Commune de Boudinar,Nador Boudinar,0.515,direct
02.167.09.09.,Iferni,Driouch,02.167.09.09.,Iferni,21671309,21671309,Commune d'Iferni,Nador Iferni,0.574,direct
02.167.09.11.,Ijermaouas,Driouch,02.167.09.11.,Ijermaouas,21671111,21671111,Commune d'Ijermaouas,Nador Ijermaouas,0.467,direct
02.167.09.15.,M'Hajer,Driouch,02.167.09.15.,M'Hajer,21671315,21671315,Commune de M'hajer,Nador M'Hajer,0.413,direct
02.167.09.17.,Ouardana,Driouch,02.167.09.17.,Ouardana,21671317,21671317,Commune d'Ouardana,Nador Ouardana,0.558,direct
02.167.09.19.,Oulad Amghar,Driouch,02.167.09.19.,Oulad Amghar,21671119,21671119,Commune d'Oulad Amghar,Nador Oulad Amghar,0.469,direct
02.167.09.21.,Tafersit,Driouch,02.167.09.21.,Tafersit,21671321,21671321,Commune de Tafersit,Nador Tafersit (AC),0.611,direct
02.167.09.23.,Talilit,Driouch,02.167.09.23.,Talilit,21671323,21671323,Commune de Talilit,Nador Talilit,0.515,direct
02.167.09.25.,Temsamane,Driouch,02.167.09.25.,Temsamane,21671125,21671125,Commune de Temsamane,Nador Temsamane,0.526,direct
02.167.09.27.,Trougout,Driouch,02.167.09.27.,Trougout,21671127,21671127,Commune de Trougout,Nador Trougout,0.464,direct
02.167.09.29.,Tsaft,Driouch,02.167.09.29.,Tsaft,21671329,21671329,Commune de Tsaft,Nador Tsaft,0.528,direct
02.251.01.01.,Bouarfa (Mun.),Figuig,02.251.01.01.,Bouarfa (M),22510101,22510101,Commune de Bouarfa,Figuig Bouarfa (M),0.661,direct
02.251.01.03.,Figuig (Mun.),Figuig,02.251.01.03.,Figuig (M),22510103,22510103,Commune de Figuig,Figuig Figuig (M),0.652,direct
02.251.03.01.,Ain Chouater,Figuig,02.251.03.01.,Ain Chouater,22510301,22510301,Commune d'Ain Chouater,Figuig Ain Chouater,0.571,direct
02.251.03.03.,Bni Tadjite,Figuig,02.251.03.03.,Bni Tadjite,22510303,22510303,Commune de Bni Tadjite,Figuig Bni Tadjite,0.468,direct
02.251.03.05.,Bouanane,Figuig,02.251.03.05.,Bouanane,22510305,22510305,Commune de Bouanane,Figuig Bouanane,0.493,direct
02.251.03.07.,Bouchaouene,Figuig,02.251.03.07.,Bouchaouene,22510707,22510707,Commune de Bouchaouene,Figuig Bouchaouene,0.288,direct
02.251.03.09.,Boumerieme,Figuig,02.251.03.09.,Boumerieme,22510709,22510709,Commune de Boumerieme,Figuig Boumerieme,0.325,direct
02.251.03.11.,Talsint,Figuig,02.251.03.11.,Talsint,22510711,22510711,Commune de Talsint,Figuig Talsint,0.375,direct
02.251.03.13.,Ain Chair,Figuig,02.251.03.13.,Ain Chair,22510313,22510313,Commune d'Ain Chair,,,
02.251.05.01.,Abbou Lakhal,Figuig,02.251.05.01.,Abbou Lakhal,22510501,22510501,Commune d'Abbou Lakhal,Figuig Abbou Lakhal,0.424,direct
02.251.05.03.,Bni Guil,Figuig,02.251.05.03.,Bni Guil,22510503,22510503,Commune de Bni Guil,Figuig Bni Guil,0.495,direct
02.251.05.05.,Maatarka,Figuig,02.251.05.05.,Maatarka,22510505,22510505,Commune de Maatarka,Figuig Maatarka,0.405,direct
02.251.05.07.,Tendrara,Figuig,02.251.05.07.,Tendrara,22510507,22510507,Commune de Tendrara,Figuig Tendrara,0.338,direct
02.265.01.03.,Guercif (Mun.),Guercif,02.265.01.03.,Guercif (M),22650103,22650103,Commune de Guercif,Taza Guercif (M),0.665,direct
02.265.05.01.,Assebbab,Guercif,02.265.05.01.,Assebbab,22650501,22650501,Commune d'Assebbab,Taza Assebbab,0.492,direct
02.265.05.03.,Barkine,Guercif,02.265.05.03.,Barkine,22650503,22650503,Commune de Barkine,Taza Barkine,0.415,direct
02.265.05.05.,Houara Oulad Raho,Guercif,02.265.05.05.,Houara Oulad Raho,22650505,22650505,Commune de Houara Oulad Raho,Taza Houara Oulad Raho,0.585,direct
02.265.05.07.,Lamrija,Guercif,02.265.05.07.,Lamrija,22650507,22650507,Commune de Lamrija,Taza Lamrija,0.542,direct
02.265.05.15.,Saka,Guercif,02.265.05.15.,Saka,22650515,22650515,Commune de Saka,,,
02.265.07.09.,Mazguitam,Guercif,02.265.07.09.,Mazguitam,22650709,22650709,Commune de Mazguitam,Taza Mazguitam,0.508,direct
02.265.07.11.,Oulad Bourima,Guercif,02.265.07.11.,Oulad Bourima,22650711,22650711,Commune d'Oulad Bourima,Taza Oulad Bourima,0.488,direct
02.265.07.13.,Ras Laksar,Guercif,02.265.07.13.,Ras Laksar,22650713,22650713,Commune de Ras Laksar,Taza Ras Laksar,0.49,direct
02.265.07.17.,Taddart,Guercif,02.265.07.17.,Taddart,22650717,22650717,Commune de Taddart,Taza Taddart,0.542,direct
02.275.01.03.,Ain Bni Mathar (Mun.),Jerada,02.275.01.03.,Ain Bni Mathar (M),22750103,22750103,Commune d'Ain Bni Mathar,Jerada Ain Bni Mathar (M),0.638,direct
02.275.01.17.,Jerada (Mun.),Jerada,02.275.01.17.,Jerada (M),22750117,22750117,Commune de Jerada,Jerada Jerada (M),0.639,direct
02.275.01.35.,Touissit (Mun.),Jerada,02.275.01.35.,Touissit (M),22750135,22750135,Commune de Touissit,Jerada Touissit (M),0.663,direct
02.275.03.03.,Gafait,Jerada,02.275.03.03.,Gafait,22750703,22750703,Commune de Gafait,Jerada Gafait,0.466,direct
02.275.03.05.,Guenfouda,Jerada,02.275.03.05.,Guenfouda,22750905,22750905,Commune de Guenfouda,Jerada Guenfouda,0.534,direct
02.275.03.07.,Laaouinate,Jerada,02.275.03.07.,Laaouinate,22750707,22750707,Commune de Laaouinate,Jerada Laaouinate,0.514,direct
02.275.03.09.,Lebkhata,Jerada,02.275.03.09.,Lebkhata,22750709,22750709,Commune de Lebkhata,Jerada Lebkhata,0.479,direct
02.275.03.13.,Ras Asfour,Jerada,02.275.03.13.,Ras Asfour,22750913,22750913,Commune de Ras Asfour,Jerada Ras Asfour,0.509,direct
02.275.03.15.,Sidi Boubker,Jerada,02.275.03.15.,Sidi Boubker,22750915,22750915,Commune de Sidi Boubker,Jerada Sidi Boubker (AC),0.705,fuzzy
02.275.03.21.,Tiouli,Jerada,02.275.03.21.,Tiouli,22750921,22750921,Commune de Tiouli,Jerada Tiouli,0.446,direct
02.275.05.01.,Bni Mathar,Jerada,02.275.05.01.,Bni Mathar,22750501,22750501,Commune de Bni Mathar,Jerada Bni Mathar,0.453,direct
02.275.05.11.,Mrija,Jerada,02.275.05.11.,Mrija,22750511,22750511,Commune de Mrija,Jerada Mrija,0.43,direct
02.275.05.13.,Oulad Ghziyel,Jerada,02.275.05.13.,,22750513,22750513,Commune d'Ouled Ghziyel,Jerada Oulad Ghziyel,0.399,direct
02.275.05.15.,Oulad Sidi Abdelhakem,Jerada,02.275.05.15.,,22750515,22750515,Commune d'Ouled Sidi Abdelhakem,Jerada Oulad Sidi Abdelhakem,0.404,direct
02.381.01.01.,Al Aaroui (Mun.),Nador,02.381.01.01.,Al Aaroui (M),23810101,23810101,Commune d'Al Aaroui,Nador Al Aaroui (M),0.645,direct
02.381.01.03.,Bni Ansar (Mun.),Nador,02.381.01.03.,Bni Ansar (M),23810103,23810103,Commune de Bni Ansar,Nador Bni Ansar (M),0.691,direct
02.381.01.05.,Nador (Mun.),Nador,02.381.01.05.,Nador (M),23810105,23810105,Commune de Nador,Nador Nador (M),0.679,direct
02.381.01.07.,Zaio (Mun.),Nador,02.381.01.07.,Zaio (M),23810107,23810107,Commune de Zaio,Nador Zaio (M),0.638,direct
02.381.01.09.,Zeghanghane (Mun.),Nador,02.381.01.09.,Zeghanghane (M),23810109,23810109,Commune de Zeghanghane,Nador Zeghanghane (M),0.643,direct
02.381.01.15.,Ras El Ma (Mun.),Nador,02.381.01.15.,Ras-El-Ma (M),23810115,23810115,Commune de Ras-El-Ma,Nador Ras El Ma,0.526,direct
02.381.01.19.,Selouane (Mun.),Nador,02.381.01.19.,Selouane (M),23810119,23810119,Commune de Selouane,Nador Selouane,0.528,direct
02.381.05.01.,Bni Bouifrour,Nador,02.381.05.01.,Bni Bouifrour,23810501,23810501,Commune de Bni Bouifrour,Nador Bni Bouifrour,0.577,direct
02.381.05.03.,Bni Chiker,Nador,02.381.05.03.,Bni Chiker,23810503,23810503,Commune de Bni Chiker,Nador Bni Chiker,0.597,direct
02.381.05.05.,Bni Sidel Jbel,Nador,02.381.05.05.,Bni Sidel Jbel,23810505,23810505,Commune de Bni Sidel Jbel,Nador Bni Sidel Jbel,0.594,direct
02.381.05.07.,Bni Sidel Louta,Nador,02.381.05.07.,Bni Sidel Louta,23810507,23810507,Commune de Bni Sidel Louta,Nador Bni Sidel Louta,0.544,direct
02.381.05.09.,Bouarg,Nador,02.381.05.09.,Bouarg,23810509,23810509,Commune de Bouarg,Nador Bouarg,0.554,direct
02.381.05.13.,Iaazzanene,Nador,02.381.05.13.,Iaazzanene,23810513,23810513,Commune d'Iaazzanene,Nador Iaazzanene,0.618,direct
02.381.05.15.,Ihaddadene,Nador,02.381.05.15.,Ihaddadene,23810515,23810515,Commune d'Ihaddadene,Nador Ihaddadene,0.532,direct
02.381.05.17.,Iksane,Nador,02.381.05.17.,Iksane,23810517,23810517,Commune d'Iksane,Nador Iksane,0.626,direct
02.381.07.01.,Afsou,Nador,02.381.07.01.,Afsou,23810701,23810701,Commune d'Afsou,Nador Afsou,0.424,direct
02.381.07.03.,Al Barkanyene,Nador,02.381.07.03.,Al Barkanyene,23810703,23810703,Commune d'Al Barkanyene,Nador Al Barkanyene,0.368,direct
02.381.07.05.,Arekmane,Nador,02.381.07.05.,Arekmane,23810705,23810705,Commune d'Arekmane,Nador Arekmane,0.598,direct
02.381.07.07.,Bni Oukil Oulad M'Hand,Nador,02.381.07.07.,Bni Oukil  Oulad M'Hand,23810707,23810707,Commune de Bni Oukil Oulad M'hand,Nador Bni Oukil Oulad M'Hand,0.527,direct
02.381.07.09.,Hassi Berkane,Nador,02.381.07.09.,Hassi-Berkane,23810709,23810709,Commune de Hassi-Berkane,Nador Hassi Berkane,0.488,direct
02.381.07.11.,Oulad Daoud Zkhanine,Nador,02.381.07.11.,Oulad Daoud Zkhanine,23810711,23810711,Commune d'Oulad Daoud Zkhanine,Nador Oulad Daoud Zkhanine,0.539,direct
02.381.07.13.,Oulad Settout,Nador,02.381.07.13.,Oulad Settout,23810713,23810713,Commune d'Oulad Settout,Nador Oulad Settout,0.524,direct
02.381.07.17.,Tiztoutine,Nador,02.381.07.17.,Tiztoutine,23810717,23810717,Commune de Tiztoutine,Nador Tiztoutine Centre (AC),0.63,direct
02.411.01.11.,Bni Drar (Mun.),Oujda-Angad,02.411.01.11.,Bni Drar (M),24110111,24110111,Commune de Bni Drar,Oujda-Angad Bni Drar (M),0.657,direct
02.411.01.19.,Naima (Mun.),Oujda-Angad,02.411.01.19.,Naima (M),24110119,24110119,Commune de Naima,Oujda-Angad Naima (M),0.7,direct
02.411.01.23.,Oujda (Mun.),Oujda-Angad,02.411.01.23.,Oujda (M),24110123,24110123,Commune d'Oujda,Oujda-Angad Oujda (M),0.695,direct
02.411.03.01.,Ahl Angad,Oujda-Angad,02.411.03.01.,Ahl Angad,24110301,24110301,Commune d'Ahl Angad,Oujda-Angad Ahl Angad,0.557,direct
02.411.03.03.,Ain Sfa,Oujda-Angad,02.411.03.03.,Ain Sfa,24110303,24110303,Commune d'Ain Sfa,Oujda-Angad Ain Sfa,0.529,direct
02.411.03.05.,Bni Khaled,Oujda-Angad,02.411.03.05.,Bni Khaled,24110305,24110305,Commune de Bni Khaled,Oujda-Angad Bni Khaled,0.566,direct
02.411.03.07.,Bsara,Oujda-Angad,02.411.03.07.,Bsara,24110307,24110307,Commune de Bsara,Oujda-Angad Bsara,0.567,direct
02.411.05.09.,Isly,Oujda-Angad,02.411.05.09.,Isly,24110509,24110509,Commune d'Isly,Oujda-Angad Isly,0.588,direct
02.411.05.11.,Mestferki,Oujda-Angad,02.411.05.11.,Mestferki,24110511,24110511,Commune de Mestferki,Oujda-Angad Mestferki,0.492,direct
02.411.05.17.,Sidi Boulenouar,Oujda-Angad,02.411.05.17.,Sidi Boulenouar,24110517,24110517,Commune de Sidi Boulenouar,Oujda-Angad Sidi Boulenouar,0.444,direct
02.411.05.19.,Sidi Moussa Lemhaya,Oujda-Angad,02.411.05.19.,Sidi Moussa Lemhaya,24110519,24110519,Commune de Sidi Moussa Lemhaya,Oujda-Angad Sidi Moussa Lemhaya,0.534,direct
02.533.01.13.,Debdou (Mun.),Taourirt,02.533.01.13.,Debdou (M),25330113,25330113,Commune de Debdou,Taourirt Debdou (M),0.617,direct
02.533.01.15.,El Aioun Sidi Mellouk (Mun.),Taourirt,02.533.01.15.,El Aioun Sidi Mellouk (M),25330115,25330115,Commune d'El Aioun Sidi Mellouk,Taourirt El Aioun Sidi Mellouk (M),0.629,direct
02.533.01.33.,Taourirt (Mun.),Taourirt,02.533.01.33.,Taourirt (M),25330133,25330133,Commune de Taourirt,Taourirt Taourirt (M),0.635,direct
02.533.03.05.,El Atef,Taourirt,02.533.03.05.,El Atef,25330305,25330305,Commune d'El Atef,Taourirt El Atef,0.308,direct
02.533.03.15.,Oulad M'hammed,Taourirt,02.533.03.15.,,25330315,25330315,Commune d'Ouled M'hamed,Taourirt Oulad M'hammed,0.322,direct
02.533.03.17.,Sidi Ali Bel Quassem,Taourirt,02.533.03.17.,Sidi Ali Bel Quassem,25330317,25330317,Commune de Sidi Ali Bel Quassem,Taourirt Sidi Ali Belkassem,0.445,fuzzy
02.533.03.19.,Sidi Lahsen,Taourirt,02.533.03.19.,Sidi Lahsen,25330319,25330319,Commune de Sidi Lahsen,Taourirt Sidi Lahsen,0.451,direct
02.533.07.03.,Ain Lehjer,Taourirt,02.533.07.03.,Ain Lehjer,25330703,25330703,Commune d'Ain Lehjer,Taourirt Ain Lehjer,0.521,direct
02.533.07.09.,Mechraa Hammadi,Taourirt,02.533.07.09.,Mechraa Hammadi,25330709,25330709,Commune de Mechraa Hammadi,Taourirt Mechraa Hammadi,0.509,direct
02.533.07.13.,Mestegmer,Taourirt,02.533.07.13.,Mestegmer,25330713,25330713,Commune de Mestegmer,Taourirt Mestegmer,0.492,direct
02.533.07.21.,Tancherfi,Taourirt,02.533.07.21.,Tancherfi,25330721,25330721,Commune de Tancherfi,Taourirt Tancherfi,0.432,direct
02.533.09.01.,Ahl Oued Za,Taourirt,02.533.09.01.,Ahl Oued Za,25330901,25330901,Commune d'Ahl Oued Za,Taourirt Ahl Oued Za,0.503,direct
02.533.09.07.,Gteter,Taourirt,02.533.09.07.,Gteter,25330907,25330907,Commune de Gteter,Taourirt Gteter,0.522,direct
02.533.09.11.,Melg El Ouidane,Taourirt,02.533.09.11.,Melg El Ouidane,25330911,25330911,Commune de Melg El Ouidane,Taourirt Melg El Ouidane,0.544,direct
03.061.01.01.,Meknès (Mun.),Meknès,03.061.01.01.,Meknès (M),30610101,30610101,Commune de Meknès,Meknès Meknès (M),0.715,direct
03.061.01.03.,Al Machouar - Stinia (Mun.),Meknès,03.061.01.03.,Al Machouar - Stinia (M),30610103,30610103,Commune d'Al Machouar-Stinia,Meknès Al Machouar - Stinia (M),0.721,direct
03.061.01.05.,Boufakrane (Mun.),Meknès,03.061.01.05.,Boufakrane (M),30610105,30610105,Commune de Boufakrane,Meknès Boufakrane (M),0.686,direct
03.061.01.07.,Toulal (Mun.),Meknès,03.061.01.07.,Toulal (M),30610107,30610107,Commune de Toulal,"Khenifra Sidi Lamine 12,95 21,11 1,67 38,20 0,534 0,238687 Meknès Toulal (M)",0.697,direct
03.061.01.09.,Moulay Driss Zerhoun (Mun.),Meknès,03.061.01.09.,,30610109,30610109,Commune de My Idriss Zerhoun,Meknès Moulay Driss Zerhoun (M),0.672,direct
03.061.01.11.,Ouislane (Mun.),Meknès,03.061.01.11.,Ouislane (M),30610111,30610111,Commune d'Ouislane,Meknès Ouislane (M),0.633,direct
03.061.03.01.,Ain Jemaa,Meknès,03.061.03.01.,Ain Jemaa,30610301,30610301,Commune d'Ain Jemaa,Meknès Ain Jemaa,0.498,direct
03.061.03.02.,Ain Karma- Oued Rommane,Meknès,03.061.03.02.,Ain Karma-Oued Rommane,30610302,30610302,Commune d'Ain Karma-Oued Rommane,,,
03.061.03.05.,Ain Orma,Meknès,03.061.03.05.,Ain Orma,30610305,30610305,Commune d'Ain Orma,Meknès Ain Orma,0.599,direct
03.061.03.07.,Ait Ouallal,Meknès,03.061.03.07.,Ait Ouallal,30610307,30610307,Commune d'Ait Ouallal,Meknès Ait Ouallal,0.567,direct
03.061.03.09.,Dar Oum Soltane,Meknès,03.061.03.09.,Dar Oum Soltane,30610309,30610309,Commune de Dar Oum Soltane,Meknès Dar Oum Soltane,0.452,direct
03.061.05.01.,Dkhissa,Meknès,03.061.05.01.,Dkhissa,30610501,30610501,Commune de Dkhissa,Meknès Dkhissa,0.537,direct
03.061.05.03.,Majjate,Meknès,03.061.05.03.,Majjate,30610503,30610503,Commune de Majjate,Meknès Majjate,0.607,direct
03.061.05.05.,M'haya,Meknès,03.061.05.05.,M'haya,30610505,30610505,Commune de M'haya,Meknès M'haya,0.544,direct
03.061.05.07.,Oued Jdida,Meknès,03.061.05.07.,Oued Jdida,30610507,30610507,Commune d'Oued Jdida,Meknès Oued Jdida,0.555,direct
03.061.05.09.,Sidi Slimane Moul Al Kifane,Meknès,03.061.05.09.,Sidi Slimane  Moul Al Kifane,30610509,30610509,Commune de Sidi Slimane Moul Al Kifane,Meknès Sidi Slimane Moul Al Kifa,0.631,fuzzy
03.061.07.01.,Charqaoua,Meknès,03.061.07.01.,Charqaoua,30610701,30610701,Commune de Charqaoua,Meknès Charqaoua,0.438,direct
03.061.07.05.,MRhassiyine,Meknès,03.061.07.05.,MRhassiyine,30610705,30610705,Commune de Mrhassiyine,Meknès MRhassiyine,0.571,direct
03.061.07.07.,N'zalat Bni Amar,Meknès,03.061.07.07.,N'zalat Bni Amar,30610707,30610707,Commune de N'zalat Bni Amar,Meknès N'zalat Bni Amar,0.505,direct
03.061.07.09.,Oualili,Meknès,03.061.07.09.,Oualili,30610709,30610709,Commune d'Oualili,Meknès Oualili,0.567,direct
03.061.07.11.,Sidi Abdallah Al Khayat,Meknès,03.061.07.11.,,30610711,30610711,Commune de Sidi Abdellah Al Khayat,Meknès Sidi Abdallah Al Khayat,0.506,direct
03.131.01.01.,Boulemane (Mun.),Boulemane,03.131.01.01.,Boulemane (M),31310101,31310101,Commune de Boulemane,Boulemane Boulemane (M),0.656,direct
03.131.01.02.,Imouzzer Marmoucha (Mun.),Boulemane,03.131.01.02.,Imouzzer Marmoucha(M),31310102,31310102,Commune d'Imouzzer Marmoucha,Boulemane Imouzzer Marmoucha(M),0.607,direct
03.131.01.03.,Missour (Mun.),Boulemane,03.131.01.03.,Missour (M),31310103,31310103,Commune de Missour,Boulemane Missour (M),0.663,direct
03.131.01.05.,Outat El Haj (Mun.),Boulemane,03.131.01.05.,Outat El Haj (M),31310105,31310105,Commune d'Outat El Haj,Boulemane Outat El Haj (M),0.629,direct
03.131.03.01.,Ait Bazza,Boulemane,03.131.03.01.,Ait Bazza,31310901,31310901,Commune d'Ait Bazza,Boulemane Ait Bazza,0.473,direct
03.131.03.03.,Ait El Mane,Boulemane,03.131.03.03.,Ait El Mane,31310903,31310903,Commune d'Ait El Mane,Boulemane Ait El Mane,0.529,direct
03.131.03.05.,Almis Marmoucha,Boulemane,03.131.03.05.,Almis Marmoucha,31310905,31310905,Commune d'Almis Marmoucha,Boulemane Almis Marmoucha,0.549,direct
03.131.03.07.,El Mers,Boulemane,03.131.03.07.,El Mers,31310907,31310907,Commune d'El Mers,Boulemane El Mers,0.522,direct
03.131.03.09.,Enjil,Boulemane,03.131.03.09.,Enjil,31310309,31310309,Commune d'Enjil,Boulemane Enjil,0.432,direct
03.131.03.11.,Guigou,Boulemane,03.131.03.11.,Guigou,31310311,31310311,Commune de Guigou,Boulemane Guigou,0.472,direct
03.131.03.13.,Serghina,Boulemane,03.131.03.13.,Serghina,31310913,31310913,Commune de Serghina,Boulemane Serghina,0.543,direct
03.131.03.15.,Skoura M'Daz,Boulemane,03.131.03.15.,Skoura M'Daz,31310315,31310315,Commune de Skoura M'daz,Boulemane Skoura M'Daz,0.552,direct
03.131.03.17.,Talzemt,Boulemane,03.131.03.17.,Talzemt,31310917,31310917,Commune de Talzemt,Boulemane Talzemt,0.448,direct
03.131.05.01.,Ksabi Moulouya,Boulemane,03.131.05.01.,Ksabi-Moulouya,31310501,31310501,Commune de Ksabi-Moulouya,Boulemane Ksabi Moulouya,0.562,direct
03.131.05.03.,Ouizeght,Boulemane,03.131.05.03.,Ouizeght,31310503,31310503,Commune d'Ouizeght,Boulemane Ouizeght,0.46,direct
03.131.05.05.,Sidi Boutayeb,Boulemane,03.131.05.05.,Sidi Boutayeb,31310505,31310505,Commune de Sidi Boutayeb,Boulemane Sidi Boutayeb,0.56,direct
03.131.07.01.,El Orjane,Boulemane,03.131.07.01.,El Orjane,31310701,31310701,Commune d'El Orjane,Boulemane El Orjane,0.483,direct
03.131.07.03.,Ermila,Boulemane,03.131.07.03.,Ermila,31310703,31310703,Commune d'Ermila,Boulemane Ermila,0.579,direct
03.131.07.05.,Fritissa,Boulemane,03.131.07.05.,Fritissa,31310705,31310705,Commune de Fritissa,Boulemane Fritissa,0.475,direct
03.131.07.07.,Oulad Ali Youssef,Boulemane,03.131.07.07.,Oulad Ali Youssef,31310707,31310707,Commune d'Oulad Ali Youssef,Boulemane Oulad Ali Youssef,0.416,direct
03.131.07.09.,Tissaf,Boulemane,03.131.07.09.,Tissaf,31310709,31310709,Commune de Tissaf,Boulemane Tissaf,0.497,direct
03.171.01.01.,Agourai (Mun.),El  Hajeb,03.171.01.01.,Agourai (M),31710101,31710101,Commune d'Agourai,El Hajeb Agourai (M),0.615,direct
03.171.01.03.,Ain Taoujdate (Mun.),El  Hajeb,03.171.01.03.,Ain Taoujdate (M),31710103,31710103,Commune d'Ain Taoujdate,El Hajeb Ain Taoujdate (M),0.659,direct
03.171.01.05.,El Hajeb (Mun.),El  Hajeb,03.171.01.05.,El Hajeb (M),31710105,31710105,Commune d'El Hajeb,El Hajeb El Hajeb (M),0.689,direct
03.171.01.07.,Sabaa Aiyoun (Mun.),El  Hajeb,03.171.01.07.,Sabaa Aiyoun (M),31710107,31710107,Commune de Sabaa Aiyoun,El Hajeb Sabaa Aiyoun (M),0.615,direct
03.171.03.01.,Ait Ouikhalfen,El  Hajeb,03.171.03.01.,Ait Ouikhalfen,31710301,31710301,Commune d'Ait Ouikhalfen,El Hajeb Ait Ouikhalfen,0.479,direct
03.171.03.03.,Ait Yaazem,El  Hajeb,03.171.03.03.,Ait Yaazem,31710303,31710303,Commune d'Ait Yaazem,El Hajeb Ait Yaazem,0.557,direct
03.171.03.05.,Jahjouh,El  Hajeb,03.171.03.05.,Jahjouh,31710305,31710305,Commune de Jahjouh,El Hajeb Jahjouh,0.414,direct
03.171.03.07.,Ras Ijerri,El  Hajeb,03.171.03.07.,Ras Ijerri,31710307,31710307,Commune de Ras Ijerri,,,
03.171.03.09.,Tamchachate,El  Hajeb,03.171.03.09.,Tamchachate,31710309,31710309,Commune de Tamchachate,El Hajeb Tamchachate,0.443,direct
03.171.05.01.,Ait Boubidmane,El  Hajeb,03.171.05.01.,Ait Boubidmane,31710501,31710501,Commune d'Ait Boubidmane,El Hajeb Ait Boubidmane,0.555,direct
03.171.05.03.,Ait Harz Allah,El  Hajeb,03.171.05.03.,Ait Harz Allah,31710503,31710503,Commune d'Ait Harz Allah,El Hajeb Ait Harz Allah,0.668,direct
03.171.05.05.,Bitit,El  Hajeb,03.171.05.05.,Bitit,31710505,31710505,Commune de Bitit,El Hajeb Bitit,0.553,direct
03.171.05.07.,Laqsir,El  Hajeb,03.171.05.07.,Laqsir,31710507,31710507,Commune de Laqsir,El Hajeb Laqsir,0.556,direct
03.171.07.01.,Ait Bourzouine,El  Hajeb,03.171.07.01.,Ait Bourzouine,31710701,31710701,Commune d'Ait Bourzouine,El Hajeb Ait Bourzouine,0.545,direct
03.171.07.03.,Ait Naamane,El  Hajeb,03.171.07.03.,Ait Naamane,31710703,31710703,Commune d'Ait Naamane,El Hajeb Ait Naamane,0.575,direct
03.171.07.05.,Iqaddar,El  Hajeb,03.171.07.05.,Iqaddar,31710705,31710705,Commune d'Iqaddar,El Hajeb Iqaddar,0.555,direct
03.231.01.01.,Agdal (Arrond.),Fès,03.231.01.,,32310101,3231010,Arrondissement d'Agdal,Fès Agdal (AR),0.749,fuzzy
03.231.01.03.,Méchouar Fès Jdid (Mun.),Fès,03.231.01.03.,,32310103,32310103,Commune de Méchouar-Fès-El Jadid,Fès Méchouar Fès Jdid (M),0.684,direct
03.231.01.05.,Saiss (Arrond.),Fès,03.231.01.,,32310105,3231010,Arrondissement de Saiss,Fès Saiss (AR),0.7,fuzzy
03.231.01.07.,Fès-Médina (Arrond.),Fès,03.231.01.,,32310107,3231010,Arrondissement de Fès-Médina,Fès Fès-Médina (AR),0.673,fuzzy
03.231.01.09.,Jnan El Ouard (Arrond.),Fès,03.231.01.,,32310109,3231010,Arrondissement de Jnan El Ouard,Fès Jnan El Ouard (AR),0.609,fuzzy
03.231.01.11.,El Mariniyine (Arrond.),Fès,03.231.01.,,32310111,3231010,Arrondissement d'El Mariniyine,Fès El Mariniyine (AR),0.648,fuzzy
03.231.01.13.,Zouagha (Arrond.),Fès,03.231.01.,,32310113,3231010,Arrondissement de Zouagha,Fès Zouagha (AR),0.632,fuzzy
