unit,name14,prov14,geonameid,qid,km,flag,chosen,decided_by
09.273.05.19.,Oulad Dahou,Inezgane- Ait Melloul,6545902,Q12181179,0.92,False,geonames,agree
09.273.05.27.,Temsia,Inezgane- Ait Melloul,6545903,Q600883,2.74,False,geonames,agree
09.541.01.01.,Ait Iaaza (Mun.),Taroudannt,11882779,Q2876490,0.38,False,geonames,agree
09.541.01.02.,Aoulouz (Mun.),Taroudannt,6546373,Q2858000,2.85,False,geonames,agree
09.541.01.03.,El Guerdane (Mun.),Taroudannt,11882780,Q3049896,0.46,False,geonames,agree
09.541.01.05.,Irherm (Mun.),Taroudannt,11882679,Q3154347,6.78,False,geonames,agree
09.541.01.07.,Oulad Berhil (Mun.),Taroudannt,6545452,Q3358157,0.28,False,geonames,agree
09.541.01.09.,Oulad Teima (Mun.),Taroudannt,11882681,Q785945,20.28,False,geonames,agree
09.541.01.11.,Taliouine (Mun.),Taroudannt,6546459,Q1001873,0.66,False,geonames,agree
09.541.01.13.,Taroudannt (Mun.),Taroudannt,11882682,Q762727,13.96,False,geonames,agree
09.541.03.01.,Adar,Taroudannt,6546460,Q4680791,3.91,False,geonames,agree
09.541.03.03.,Ait Abdallah,Taroudannt,11913273,Q4699230,9.68,False,geonames,agree
09.541.03.05.,Amalou,Taroudannt,6546461,Q4739434,1.94,False,geonames,agree
09.541.03.07.,Azaghar N'Irs,Taroudannt,6546462,Q4832115,7.4,False,geonames,agree
09.541.03.09.,Imaouen,Taroudannt,6545415,Q8722892,4.26,False,geonames,agree
09.541.03.11.,Imi N'Tayart,Taroudannt,6546463,Q6003982,6.09,False,geonames,agree
09.541.03.13.,Nihit,Taroudannt,6546199,Q12249490,4.56,False,geonames,agree
09.541.03.15.,Oualqadi,Taroudannt,11913276,Q7110173,4.03,False,geonames,agree
09.541.03.17.,Sidi Boaal,Taroudannt,6545420,Q7508671,11.03,False,geonames,agree
09.541.03.19.,Sidi Mzal,Taroudannt,6546200,Q7508799,4.99,False,geonames,agree
09.541.03.21.,Tabia,Taroudannt,6546467,Q7673060,2.18,False,geonames,agree
09.541.03.23.,Tataoute,Taroudannt,6546201,Q7687866,3.97,False,geonames,agree
09.541.03.25.,Tindine,Taroudannt,6545421,Q7808055,3.71,False,geonames,agree
09.541.03.27.,Tisfane,Taroudannt,6545749,Q7809554,4.45,False,geonames,agree
09.541.03.29.,Toufelaazt,Taroudannt,6546464,Q7828757,1.15,False,geonames,agree
09.541.03.31.,Toumliline,Taroudannt,6546465,Q3532931,0.5,False,geonames,agree
09.541.04.09.,Arazane,Taroudannt,6546202,Q2859592,4.47,False,geonames,agree
09.541.04.13.,El Faid,Taroudannt,11913291,Q5351260,12.68,False,geonames,agree
09.541.04.17.,Ida Ou Gailal,Taroudannt,6546078,Q12181965,2.45,False,geonames,agree
09.541.04.21.,Ida Ougoummad,Taroudannt,6546374,Q5987168,1.77,False,geonames,agree
09.541.04.25.,Igoudar Mnabha,Taroudannt,6546375,Q5993936,4.5,False,geonames,agree
09.541.04.29.,Lamhara,Taroudannt,6546468,Q6481809,3.85,False,geonames,agree
09.541.04.33.,Oulad Aissa,Taroudannt,6545839,Q7110389,1.58,False,geonames,agree
09.541.04.35.,Ouneine,Taroudannt,6545735,Q7110519,1.46,False,geonames,agree
09.541.04.39.,Sidi Abdellah Ou Said,Taroudannt,10898778,Q7508613,119.67,True,wikidata,anchor
09.541.04.47.,Sidi Ouaaziz,Taroudannt,6545829,Q11220738,6.93,False,geonames,agree
09.541.04.49.,Tafingoult,Taroudannt,6545877,Q7674979,3.32,False,geonames,agree
09.541.04.53.,Talgjount,Taroudannt,6545926,Q7679444,6.31,False,geonames,agree
09.541.04.59.,Tigouga,Taroudannt,6545927,Q7801683,0.68,False,geonames,agree
09.541.04.61.,Tinzart,Taroudannt,6545928,Q7808671,3.08,False,geonames,agree
09.541.04.69.,Toughmart,Taroudannt,6545882,Q7828832,5.72,False,geonames,agree
09.541.05.01.,Ahl Ramel,Taroudannt,6546469,Q4695161,3.13,False,geonames,agree
09.541.05.03.,Argana,Taroudannt,11913282,Q2860899,6.78,False,geonames,agree
09.541.05.05.,Assads,Taroudannt,6546471,Q4808335,1.55,False,geonames,agree
09.541.05.07.,Bigoudine,Taroudannt,6546472,Q4907017,1.41,False,geonames,agree
09.541.05.09.,Eddir,Taroudannt,6546473,Q5336609,3.5,False,geonames,agree
09.541.05.11.,El Koudia El Beida,Taroudannt,6546474,Q5351492,1.39,False,geonames,agree
09.541.05.13.,Imilmaiss,Taroudannt,6546475,Q12201237,2.61,False,geonames,agree
09.541.05.15.,Issen,Taroudannt,6546476,Q17006602,0.95,False,geonames,agree
09.541.05.17.,Lagfifat,Taroudannt,6546477,Q6472051,2.71,False,geonames,agree
09.541.05.19.,Lakhnafif,Taroudannt,6545453,Q6479579,3.75,False,geonames,agree
09.541.05.21.,Lamhadi,Taroudannt,6545454,Q6481808,5.84,False,geonames,agree
09.541.05.23.,Machraa El Ain,Taroudannt,6545455,Q6723851,6.87,False,geonames,agree
09.541.05.25.,Sidi Ahmed Ou Amar,Taroudannt,6546478,Q7508634,3.8,False,geonames,agree
09.541.05.27.,Sidi Boumoussa,Taroudannt,6546479,Q7508691,1.78,False,geonames,agree
09.541.05.29.,Sidi Moussa Lhamri,Taroudannt,6545456,Q7508798,2.74,False,geonames,agree
09.541.05.31.,Talmakante,Taroudannt,6546204,Q7680244,0.81,False,geonames,agree
09.541.05.33.,Tidsi Nissendalene,Taroudannt,6546205,Q12202273,2.63,False,geonames,agree
09.541.07.01.,Agadir Melloul,Taroudannt,6546206,Q4690968,2.57,False,geonames,agree
09.541.07.03.,Ahl Tifnoute,Taroudannt,6546480,Q4695164,3.71,False,geonames,agree
09.541.07.05.,Askaouen,Taroudannt,6546481,Q4807124,4.55,False,geonames,agree
09.541.07.07.,Assaisse,Taroudannt,6546482,Q4808359,5.24,False,geonames,agree
09.541.07.09.,Assaki,Taroudannt,6546483,Q4808362,0.31,False,geonames,agree
09.541.07.11.,Azrar,Taroudannt,6546484,Q4832907,0.87,False,geonames,agree
09.541.07.13.,Iguidi,Taroudannt,6546376,Q5994457,5.26,False,geonames,agree
09.541.07.15.,Sidi Hsaine,Taroudannt,6546062,Q7508739,3.19,False,geonames,agree
09.541.07.17.,Taouyalte,Taroudannt,6546063,Q7684342,3.15,False,geonames,agree
09.541.07.19.,Tassousfi,Taroudannt,6546064,Q7687659,4.61,False,geonames,agree
09.541.07.21.,Tizgzaouine,Taroudannt,6546485,Q7810517,2.56,False,geonames,agree
09.541.07.23.,Toubkal,Taroudannt,6546486,Q7828533,1.77,False,geonames,agree
09.541.07.25.,Zagmouzen,Taroudannt,6546065,Q8064399,2.96,False,geonames,agree
09.541.07.37.,Ouzioua,Taroudannt,6545865,Q7113174,0.31,False,geonames,agree
09.541.07.65.,Tisrasse,Taroudannt,6545880,Q7809623,1.75,False,geonames,agree
09.541.09.01.,Ahmar Laglalcha,Taroudannt,6545519,Q4695681,4.25,False,geonames,agree
09.541.09.03.,Ait Igas,Taroudannt,6545520,Q4699252,5.53,False,geonames,agree
09.541.09.05.,Ait Makhlouf,Taroudannt,6545521,Q4699256,0.43,False,geonames,agree
09.541.09.11.,Bounrar,Taroudannt,6545751,Q4950036,4.72,False,geonames,agree
09.541.09.15.,Freija,Taroudannt,11913292,Q5501405,6.59,False,geonames,agree
09.541.09.19.,Ida Ou Moumen,Taroudannt,6546488,Q5987164,1.66,False,geonames,agree
09.541.09.27.,Imoulass,Taroudannt,6546489,Q12182733,2.5,False,geonames,agree
09.541.09.31.,Lamnizla,Taroudannt,6545840,Q6482123,4.01,False,geonames,agree
09.541.09.43.,Sidi Borja,Taroudannt,6545842,Q11131837,2.27,False,geonames,agree
09.541.09.45.,Sidi Dahmane,Taroudannt,6545843,Q7508712,0.09,False,geonames,agree
09.541.09.51.,Tafraouten,Taroudannt,6545752,Q7674989,3.2,False,geonames,agree
09.541.09.55.,Tamaloukte,Taroudannt,6545753,Q7680596,3.42,False,geonames,agree
09.541.09.57.,Tazemmourt,Taroudannt,11913293,Q7690440,7.07,False,geonames,agree
09.541.09.63.,Tiout,Taroudannt,6545929,Q1582100,2.54,False,geonames,agree
09.541.09.71.,Zaouia Sidi Tahar,Taroudannt,6545930,Q8066336,4.7,False,geonames,agree
09.551.01.01.,Akka (Mun.),Tata,6546550,Q2626422,11.35,False,geonames,agree
09.551.01.03.,Fam El Hisn (Mun.),Tata,11882688,Q3064838,17.65,False,geonames,agree
09.551.01.05.,Foum Zguid (Mun.),Tata,6546226,Q3079930,12.11,False,geonames,agree
09.551.01.07.,Tata (Mun.),Tata,6545618,Q1780997,1.54,False,geonames,agree
09.551.03.01.,Ait Ouabelli,Tata,11913161,Q6539686,20.59,False,geonames,agree
09.551.03.05.,Tamanarte,Tata,11913160,Q27534311,4.1,False,geonames,agree
09.551.03.07.,Tizounine,Tata,6546228,Q27536017,19.37,False,geonames,agree
09.551.05.01.,Aguinane,Tata,6545620,Q27534310,8.85,False,geonames,agree
09.551.05.03.,Akka Ighane,Tata,11913196,Q27536016,8.59,False,geonames,agree
09.551.05.05.,Allougoum,Tata,11913195,Q27537406,34.45,True,geonames,review
09.551.05.07.,Ibn Yacoub,Tata,6546552,Q12181861,4.91,False,geonames,agree
09.551.05.09.,Tissint,Tata,6545653,Q7809653,23.61,False,geonames,agree
09.551.05.11.,Tlite,Tata,6545900,Q12178335,6.74,False,geonames,agree
09.551.07.03.,Issafen,Tata,6546231,Q27536014,2.86,False,geonames,agree
09.551.07.05.,Oum El Guerdane,Tata,6546232,Q12180422,31.12,True,geonames,review
09.551.07.07.,Tagmout,Tata,6546553,Q27537403,9.11,False,geonames,agree
09.551.07.09.,Tigzmerte,Tata,6546554,Q12203664,10.3,False,geonames,agree
09.551.07.11.,Tizaghte,Tata,6546555,Q12203601,14.21,False,geonames,agree
09.581.01.05.,Tafraout (Mun.),Tiznit,6546238,Q1936239,2.77,False,geonames,agree
09.581.01.07.,Tiznit (Mun.),Tiznit,6547047,Q587107,3.07,False,geonames,agree
09.581.03.01.,Ait Issafen,Tiznit,6546582,Q4699247,5.49,False,geonames,agree
09.581.03.03.,Anzi,Tiznit,11913203,Q2857902,4.97,False,geonames,agree
09.581.03.05.,Arbaa Ait Ahmed,Tiznit,6545629,Q12179339,4.84,False,geonames,agree
09.581.03.07.,Ida Ou Gougmar,Tiznit,11913202,Q15227854,7.5,False,geonames,agree
09.581.03.09.,Sidi Ahmed Ou Moussa,Tiznit,6545615,Q12217590,6.87,False,geonames,agree
09.581.03.11.,Tafraout El Mouloud,Tiznit,6546583,Q12202851,4.15,False,geonames,agree
09.581.03.13.,Tighmi,Tiznit,11913204,Q12203630,2.55,False,geonames,agree
09.581.03.15.,Tizoughrane,Tiznit,6546386,Q12203600,2.82,False,geonames,agree
09.581.03.17.,Tnine Aday,Tiznit,6546387,Q6541542,3.55,False,geonames,agree
09.581.09.01.,Afella Ighir,Tiznit,11913199,Q4688841,3.51,False,geonames,agree
09.581.09.03.,Ait Ouafqa,Tiznit,6546510,Q4699260,3.47,False,geonames,agree
09.581.09.05.,Ammelne,Tiznit,6546511,Q4747223,4.79,False,geonames,agree
09.581.09.07.,Irigh N'Tahala,Tiznit,6546211,Q12182670,2.6,False,geonames,agree
09.581.09.09.,Tarsouat,Tiznit,6546590,Q12201826,3.47,False,geonames,agree
09.581.09.11.,Tassrirt,Tiznit,6546048,Q12201977,3.11,False,geonames,agree
09.581.11.01.,Arbaa Rasmouka,Tiznit,6546049,Q4784587,4.41,False,geonames,agree
09.581.11.03.,Arbaa Sahel,Tiznit,6546591,Q12179345,5.19,False,geonames,agree
09.581.11.05.,Bounaamane,Tiznit,6546592,Q4949788,2.38,False,geonames,agree
09.581.11.07.,El Maader El Kabir,Tiznit,6546593,Q5351532,1.56,False,geonames,agree
09.581.11.09.,Ouijjane,Tiznit,6546096,Q7110344,1.67,False,geonames,agree
09.581.11.11.,Reggada,Tiznit,6545904,Q3423400,6.4,False,geonames,agree
09.581.11.13.,Sidi Bouabdelli,Tiznit,6546594,Q12217625,2.91,False,geonames,agree
09.581.11.15.,Tnine Aglou,Tiznit,6546595,Q7810789,0.0,False,geonames,agree
10.071.01.01.,Assa (Mun.),Assa-Zag,6545579,Q685870,11.03,False,geonames,agree
10.071.03.01.,Aouint Lahna,Assa-Zag,6546497,Q25454445,11.12,False,geonames,agree
10.071.03.03.,Aouint Yghomane,Assa-Zag,6546498,Q25454450,0.92,False,geonames,agree
10.071.03.05.,Touizgui,Assa-Zag,6545581,Q27534356,17.18,False,geonames,agree
10.071.05.03.,Labouirat,Assa-Zag,6545574,Q25454457,10.92,False,geonames,agree
10.261.01.01.,Bouizakarne (Mun.),Guelmim,11912864,Q2921651,3.73,False,geonames,agree
10.261.01.03.,Guelmim (Mun.),Guelmim,6546501,Q842806,0.46,False,geonames,agree
10.261.03.01.,Aday,Guelmim,6546502,Q20386430,1.41,False,geonames,agree
10.261.03.03.,Ait Boufoulen,Guelmim,6545617,Q20383289,0.49,False,geonames,agree
10.261.03.05.,Amtdi,Guelmim,6546178,Q20396031,2.75,False,geonames,agree
10.261.03.07.,Ifrane Atlas Saghir,Guelmim,11912863,Q2281695,5.59,False,geonames,agree
10.261.03.09.,Tagante,Guelmim,6546504,Q20402193,3.62,False,geonames,agree
10.261.03.11.,Taghjijt,Guelmim,11912861,Q3513834,19.19,False,geonames,agree
10.261.03.13.,Timoulay,Guelmim,6545931,Q27535365,3.08,False,geonames,agree
10.261.05.03.,Aferkat,Guelmim,6546506,Q20388298,5.62,False,geonames,agree
10.261.05.21.,Tiglit,Guelmim,6545934,Q20406121,7.98,False,geonames,agree
10.261.07.01.,Abaynou,Guelmim,6546505,Q20397736,6.54,False,geonames,agree
10.261.07.07.,Echatea El Abied,Guelmim,6545598,Q20396057,7.04,False,geonames,agree
10.261.07.11.,Labyar,Guelmim,6546209,Q12237102,2.06,False,geonames,agree
10.261.07.13.,Laqsabi Tagoust,Guelmim,6546507,Q27537440,4.88,False,geonames,agree
10.261.07.15.,Rass Oumlil,Guelmim,6545897,Q20403560,12.37,False,geonames,agree
10.261.07.17.,Taliouine Assaka,Guelmim,6545899,Q27535400,3.14,False,geonames,agree
10.261.07.19.,Targa Wassay,Guelmim,6545758,Q27534895,4.24,False,geonames,agree
10.473.01.01.,Lakhsas (Mun.),Sidi Ifni,6545623,Q3216488,1.08,False,geonames,agree
10.473.01.03.,Sidi Ifni (Mun.),Sidi Ifni,6545624,Q632361,1.37,False,geonames,agree
10.473.05.01.,Arbaa Ait Abdellah,Sidi Ifni,6546585,Q4784585,7.22,False,geonames,agree
10.473.05.03.,Imi N'Fast,Sidi Ifni,6546388,Q6003971,4.43,False,geonames,agree
10.473.05.05.,Mesti,Sidi Ifni,6546586,Q3307088,4.39,False,geonames,agree
10.473.05.07.,Mirleft,Sidi Ifni,11913185,Q3299405,6.98,False,geonames,agree
10.473.05.09.,Sbouya,Sidi Ifni,6546389,Q3474906,6.55,False,geonames,agree
10.473.05.11.,Tangarfa,Sidi Ifni,6546587,Q12202043,6.37,False,geonames,agree
10.473.05.13.,Tioughza,Sidi Ifni,11913184,Q3529259,2.52,False,geonames,agree
10.473.05.15.,Tnine Amellou,Sidi Ifni,6545893,Q7810790,2.72,False,geonames,agree
10.473.07.01.,Ait Erkha,Sidi Ifni,6546588,Q4699235,0.0,False,geonames,agree
10.473.07.03.,Anfeg,Sidi Ifni,6546589,Q4761784,5.29,False,geonames,agree
10.473.07.05.,Boutrouch,Sidi Ifni,6546569,Q4950471,8.85,False,geonames,agree
10.473.07.07.,Ibdar,Sidi Ifni,6546047,Q5983792,5.61,False,geonames,agree
10.473.07.09.,Sebt Ennabour,Sidi Ifni,6546570,Q7442827,1.52,False,geonames,agree
10.473.07.13.,Sidi H'Saine Ou Ali,Sidi Ifni,6546572,Q12217645,4.7,False,geonames,agree
10.473.07.15.,Sidi M'Bark,Sidi Ifni,6546210,Q7508760,1.11,False,geonames,agree
10.473.07.17.,Tighirt,Sidi Ifni,11913158,Q7801610,2.38,False,geonames,agree
10.521.01.01.,Tan Tan (Mun.),Tan-Tan,6546224,Q936316,1.28,False,geonames,agree
10.521.01.03.,El Ouatia (Mun.),Tan-Tan,6545522,Q3050142,1.5,False,geonames,agree
10.521.03.01.,Msied,Tan-Tan,2542380,Q6930162,4.04,False,geonames,agree
10.521.03.03.,Tilemzoun,Tan-Tan,11912785,Q7802128,15.59,False,geonames,agree
10.521.05.03.,Ben Khlil,Tan-Tan,11912786,Q4885992,52.23,True,geonames,review
10.521.05.05.,Chbika,Tan-Tan,6545663,Q5088731,27.03,True,geonames,review
11.121.01.01.,Boujdour (Mun.),Boujdour,6546490,Q599897,14.6,False,geonames,agree
11.121.03.03.,Jraifia,Boujdour,6545649,Q25454468,71.75,True,wikidata,review
11.221.01.01.,Es-semara (Mun.),Es-Semara,11882785,Q842810,106.47,True,wikidata,review
11.221.03.01.,Amgala,Es-Semara,11912840,Q109016773,172.32,True,wikidata,review
11.221.03.03.,Haouza,Es-Semara,6545651,Q1584114,23.68,False,geonames,agree
11.221.03.05.,Jdiriya,Es-Semara,6545652,Q1656837,63.61,True,wikidata,review
11.221.03.07.,Sidi Ahmed Laaroussi,Es-Semara,6545661,Q27534267,33.5,True,wikidata,review
11.321.01.03.,Laayoune (Mun.),Laâyoune,6545631,Q47837,13.97,False,geonames,agree
11.321.03.05.,Foum El Oued,Laâyoune,6546492,Q25454472,28.19,True,wikidata,review
11.537.01.05.,Tarfaya (Mun.),Tarfaya,6545632,Q988654,4.13,False,geonames,agree
11.537.03.03.,Daoura,Tarfaya,6546494,Q1165464,13.8,False,geonames,agree
11.537.03.05.,El Hagounia,Tarfaya,11912838,Q1324202,29.61,True,wikidata,review
12.066.03.03.,Aghouinite,Aousserd,6546559,Q4692450,0.0,False,geonames,agree
12.066.05.03.,Bir Gandouz,Aousserd,6545580,Q2637709,0.0,False,geonames,agree
12.391.01.01.,Dakhla (Mun.),Oued Ed-Dahab,6546560,Q345204,14.48,False,geonames,agree
12.391.05.01.,Bir Anzarane,Oued Ed-Dahab,6545634,Q4915523,22.15,False,geonames,agree
12.391.05.03.,Gleibat El Foula,Oued Ed-Dahab,6545635,Q5567503,1.8,False,geonames,agree
12.391.05.07.,Oum Dreyga,Oued Ed-Dahab,6545636,Q3850353,23.79,False,geonames,agree
12.391.09.01.,El Argoub,Oued Ed-Dahab,6546233,Q259477,61.36,True,wikidata,review
12.391.09.03.,Imlili,Oued Ed-Dahab,6546208,Q6004236,82.26,True,wikidata,review
